emp_no,dept_name
251397,Sales
251399,Development
251402,Human Resources
251404,Sales
251413,Production
251419,Development
251422,Sales
251427,Production
251428,Production
251436,Production
251438,Marketing
251450,Sales
251451,Development
251452,Production
251453,Sales
251456,Sales
251462,Research
251464,Sales
251468,Development
251470,Development
251472,Sales
251473,Development
251474,Development
251478,Development
251480,Production
251484,Sales
251488,Development
251493,Production
251494,Development
251495,Finance
251496,Production
251510,Development
251512,Sales
251514,Production
251517,Human Resources
251518,Production
251519,Production
251524,Development
251526,Customer Service
251533,Development
251536,Human Resources
251541,Development
251553,Sales
251561,Development
251565,Sales
251566,Development
251570,Development
251572,Development
251576,Production
251579,Quality Management
251585,Production
251586,Development
251590,Sales
251591,Development
251592,Production
251596,Development
251601,Sales
251603,Sales
251608,Development
251612,Sales
251615,Production
251618,Development
251621,Production
251630,Sales
251641,Development
251647,Development
251653,Development
251659,Production
251669,Research
251670,Production
251676,Development
251683,Development
251684,Human Resources
251685,Development
251686,Production
251687,Production
251688,Production
251692,Sales
251695,Human Resources
251701,Quality Management
251703,Customer Service
251705,Production
251706,Production
251709,Human Resources
251711,Research
251720,Development
251724,Customer Service
251734,Finance
251739,Development
251740,Research
251743,Development
251746,Research
251753,Production
251764,Development
251766,Production
251767,Development
251769,Development
251771,Production
251774,Quality Management
251780,Development
251785,Finance
251789,Research
251798,Marketing
251801,Human Resources
251804,Production
251805,Development
251806,Development
251812,Sales
251815,Customer Service
251822,Sales
251825,Production
251826,Development
251830,Research
251835,Development
251837,Sales
251839,Development
251851,Development
251853,Research
251855,Production
251856,Customer Service
251859,Production
251861,Production
251862,Development
251865,Research
251873,Quality Management
251874,Marketing
251877,Development
251883,Sales
251890,Customer Service
251898,Production
251900,Quality Management
251903,Development
251904,Human Resources
251913,Production
251921,Development
251938,Research
251940,Sales
251947,Development
251956,Development
251959,Development
251961,Development
251962,Production
251963,Development
251966,Finance
251967,Production
251971,Development
251973,Production
251977,Sales
251979,Sales
251981,Research
251982,Production
251985,Development
251987,Quality Management
251991,Development
251999,Production
252000,Quality Management
252004,Development
252009,Production
252013,Production
252015,Production
252016,Sales
252018,Production
252021,Development
252023,Sales
252026,Production
252027,Production
252032,Research
252034,Finance
252035,Development
252037,Research
252038,Research
252044,Production
252049,Human Resources
252052,Research
252055,Quality Management
252056,Finance
252058,Sales
252062,Finance
252065,Production
252068,Customer Service
252070,Development
252072,Production
252081,Sales
252082,Production
252083,Development
252084,Development
252090,Finance
252094,Human Resources
252098,Quality Management
252100,Human Resources
252104,Development
252107,Development
252108,Finance
252111,Customer Service
252118,Production
252121,Production
252122,Development
252123,Production
252127,Human Resources
252132,Production
252133,Quality Management
252138,Development
252139,Human Resources
252146,Research
252152,Production
252156,Sales
252159,Development
252166,Development
252169,Quality Management
252171,Quality Management
252189,Sales
252190,Research
252191,Development
252194,Research
252197,Finance
252198,Research
252199,Sales
252202,Production
252207,Sales
252209,Quality Management
252215,Research
252221,Development
252222,Production
252223,Production
252224,Production
252228,Sales
252230,Development
252234,Sales
252235,Development
252243,Quality Management
252245,Production
252251,Production
252252,Development
252253,Production
252256,Human Resources
252258,Quality Management
252260,Development
252261,Development
252263,Development
252265,Research
252269,Sales
252271,Research
252272,Production
252281,Sales
252284,Development
252285,Production
252287,Finance
252291,Sales
252293,Research
252296,Human Resources
252300,Development
252301,Development
252302,Development
252306,Quality Management
252307,Development
252312,Development
252313,Sales
252317,Sales
252325,Finance
252329,Production
252334,Research
252339,Marketing
252342,Production
252345,Finance
252351,Production
252356,Development
252362,Production
252364,Production
252368,Sales
252370,Development
252371,Sales
252378,Marketing
252391,Marketing
252393,Customer Service
252395,Human Resources
252405,Quality Management
252407,Development
252408,Production
252410,Production
252412,Human Resources
252419,Development
252422,Marketing
252424,Human Resources
252426,Quality Management
252433,Production
252434,Production
252438,Production
252440,Production
252443,Production
252447,Finance
252450,Customer Service
252453,Sales
252457,Production
252459,Quality Management
252461,Customer Service
252463,Development
252465,Development
252467,Production
252471,Production
252476,Production
252477,Sales
252478,Development
252479,Development
252482,Development
252483,Development
252489,Development
252494,Development
252496,Development
252497,Development
252498,Production
252499,Production
252500,Sales
252502,Quality Management
252506,Production
252507,Sales
252510,Development
252511,Production
252514,Marketing
252517,Development
252523,Production
252524,Production
252526,Production
252530,Production
252534,Development
252539,Development
252540,Human Resources
252543,Research
252545,Production
252552,Production
252554,Customer Service
252555,Development
252558,Production
252565,Development
252570,Development
252573,Sales
252578,Development
252580,Development
252581,Sales
252587,Research
252588,Production
252589,Production
252597,Production
252598,Production
252599,Development
252602,Production
252603,Development
252604,Human Resources
252607,Production
252615,Research
252621,Sales
252625,Development
252628,Marketing
252630,Research
252633,Human Resources
252635,Research
252638,Human Resources
252640,Sales
252650,Finance
252653,Research
252656,Customer Service
252664,Development
252665,Quality Management
252666,Marketing
252667,Research
252668,Human Resources
252669,Development
252675,Quality Management
252678,Finance
252680,Quality Management
252686,Production
252689,Development
252691,Finance
252694,Finance
252696,Development
252697,Customer Service
252699,Development
252700,Customer Service
252701,Development
252703,Sales
252706,Production
252707,Human Resources
252709,Development
252720,Development
252722,Sales
252729,Production
252732,Research
252733,Customer Service
252734,Production
252736,Quality Management
252740,Production
252745,Customer Service
252748,Sales
252749,Sales
252751,Production
252753,Marketing
252754,Development
252757,Production
252760,Production
252763,Development
252764,Customer Service
252765,Marketing
252767,Production
252768,Development
252769,Quality Management
252779,Sales
252782,Production
252787,Development
252790,Development
252807,Production
252808,Development
252809,Development
252812,Production
252813,Development
252822,Human Resources
252823,Development
252825,Sales
252834,Research
252837,Production
252840,Production
252842,Finance
252845,Customer Service
252848,Marketing
